nombre_modulo,programa,no_clase,salon,fecha_inicio,fecha_fin,dia,hora_inicio,hora_fin
Fundamentos de Ciencia de Dato,Maestría en Ciencia de Datos,1689,R 33,2023-01-16,2023-03-27,Lunes,07:00 PM,10:00 PM
Fundamentos de Ciencia de Dato,Maestría en Ciencia de Datos,1689,R 33,2023-01-16,2023-03-27,Martes,07:00 PM,10:00 PM
Fundamentos de Bases de Datos,Maestría en Ciencia de Datos,1774,CDC_UNI,2023-01-17,2023-03-07,Martes,07:00 PM,10:00 PM
Estadística,Maestría en Ciencia de Datos,1775,R 33,2023-01-18,2023-03-22,Miércoles,07:00 PM,10:00 PM
Aprendizaje de Máquina I,Maestría en Ciencia de Datos,1794,BUSNS_LAB,2023-03-16,2023-06-01,Jueves,07:00 PM,10:00 PM
Visualización de Datos y Narra,Maestría en Ciencia de Datos,1795,R 33,2023-03-28,2023-06-15,Martes,07:00 PM,10:00 PM
Minería de Datos y Redes Socia,Maestría en Ciencia de Datos,1796,R 33,2023-03-29,2023-06-07,Miércoles,07:00 PM,10:00 PM
Proyecto de Aplicación de Cien,Maestría en Ciencia de Datos,1798,R 33,2023-01-19,2023-06-01,Jueves,07:00 PM,10:00 PM
Proyecto de Aplicación de Cien,Maestría en Ciencia de Datos,1798,R 33,2023-01-19,2023-06-01,Jueves,07:00 PM,10:00 PM
Proyecto de Aplicación de Cien,Maestría en Ciencia de Datos,1798,R 33,2023-01-19,2023-06-01,Jueves,07:00 PM,10:00 PM
Grandes Datos,Maestría en Ciencia de Datos,1799,R 33,2023-03-25,2023-05-20,Sábado,11:00 AM,02:00 PM
Ética de Ciencia de Datos,Maestría en Ciencia de Datos,1800,NR 08,2023-01-16,2023-03-27,Lunes,07:00 PM,10:00 PM
Ética de Ciencia de Datos,Maestría en Ciencia de Datos,1800,NR 08,2023-01-16,2023-03-27,Lunes,07:00 PM,10:00 PM
Ética de Ciencia de Datos,Maestría en Ciencia de Datos,1800,NR 08,2023-01-16,2023-03-27,Lunes,07:00 PM,10:00 PM
Principios de Aprendizaje Prof,Maestría en Ciencia de Datos,1802,R 33,2023-04-17,2023-06-12,Lunes,07:00 PM,10:00 PM
Tecnologías alternas de genera,Especialidad en Ingeniería y Gestión Ambiental,9507,,2023-03-03,2023-06-02,Viernes,07:00 PM,10:00 PM
Selección de Materiales para,Especialidad en Robótica y Manufactura,9530,V_LAB_COM2,2023-01-16,2023-03-27,Lunes,09:00 PM,10:00 PM
Selección de Materiales para,Maestría en Ingeniería,9531,V_LAB_COM2,2023-01-16,2023-03-27,Lunes,09:00 PM,10:00 PM
Robótica y Programación Indust,Especialidad en Robótica y Manufactura,9532,,2023-03-28,2023-06-13,Martes,09:00 PM,10:00 PM
Robótica y Programación Indust,Especialidad en Robótica y Manufactura,9532,,2023-03-28,2023-06-13,Martes,09:00 PM,10:00 PM
Robótica y Programación Indus,Maestría en Ingeniería,9533,,2023-03-28,2023-06-13,Martes,09:00 PM,10:00 PM
Robótica y Programación Indus,Maestría en Ingeniería,9533,,2023-03-28,2023-06-13,Martes,09:00 PM,10:00 PM
Integración Mecatrónica,Especialidad en Robótica y Manufactura,9535,V_LAB_ADIG,2023-01-18,2023-03-22,Miércoles,09:00 PM,10:00 PM
Integración Mecatrónica,Especialidad en Robótica y Manufactura,9535,V_LAB_ADIG,2023-01-18,2023-03-22,Miércoles,09:00 PM,10:00 PM
Integración Mecatrónica,Especialidad en Robótica y Manufactura,9535,V_LAB_ADIG,2023-01-18,2023-03-22,Miércoles,09:00 PM,10:00 PM
Integración Mecatrónica,Maestría en Ingeniería,9536,V_LAB_ADIG,2023-01-18,2023-03-22,Miércoles,09:00 PM,10:00 PM
Integración Mecatrónica,Maestría en Ingeniería,9536,V_LAB_ADIG,2023-01-18,2023-03-22,Miércoles,09:00 PM,10:00 PM
Integración Mecatrónica,Maestría en Ingeniería,9536,V_LAB_ADIG,2023-01-18,2023-03-22,Miércoles,09:00 PM,10:00 PM
Gobierno y Protección de Datos,Maestría en Ciencia de Datos,9539,R 34,2023-03-28,2023-06-13,Martes,07:00 PM,10:00 PM
Aprendizaje Máquina Aplicado,Doctorado en Inteligencia Artificial,9899,R 07,2023-01-17,2023-04-18,Martes,07:00 PM,10:00 PM
Temas selectos de Innovación,Especialidad en Dirección de Operaciones,9939,,2023-03-31,2023-06-02,Viernes,07:00 PM,10:00 PM
Temas selectos de Innovación,Especialidad en Ingeniería y Gestión de Proyectos,9940,,2023-03-31,2023-06-02,Viernes,07:00 PM,10:00 PM
Procesadores Gráficos y Aplica,Especialidad en Simuladores Gráficos,10235,V_LAB_ADIG,2023-01-21,2023-03-18,Sábado,11:00 AM,02:00 PM
Procesadores Gráficos y Aplica,Especialidad en Simuladores Gráficos,10235,V_LAB_ADIG,2023-01-21,2023-03-18,Sábado,09:00 AM,02:00 PM
