No. de clase,Fecha de inicio del módulo,salon,Fecha de fin del módulo,Hora de inicio,Hora de fin,Lu,Ma,Mi,Ju,Vi,Sa
1581,22/03/2023,,22/03/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1581,17/04/2023,,17/04/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1581,26/04/2023,,26/04/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1581,15/05/2023,,15/05/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1577,08/03/2023,,08/03/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1577,20/03/2023,,20/03/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1577,29/03/2023,,29/03/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1577,15/03/2023,,15/03/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1577,15/05/2023,,15/05/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1577,24/04/2023,,24/04/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1577,08/05/2023,,08/05/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1577,27/03/2023,,27/03/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1577,19/04/2023,,19/04/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1577,03/05/2023,,03/05/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1577,13/03/2023,,13/03/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1577,22/03/2023,,22/03/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1577,17/04/2023,,17/04/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1577,26/04/2023,,26/04/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1580,23/01/2023,,23/01/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1580,01/02/2023,,01/02/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1580,13/02/2023,,13/02/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1580,25/01/2023,,25/01/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1580,06/02/2023,,06/02/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1580,15/02/2023,,15/02/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1580,27/02/2023,,27/02/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1580,22/02/2023,,22/02/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1580,06/03/2023,,06/03/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1580,18/01/2023,,18/01/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1580,30/01/2023,,30/01/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1580,16/01/2023,,16/01/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1580,08/02/2023,,08/02/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1580,20/02/2023,,20/02/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1580,01/03/2023,,01/03/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1574,23/01/2023,,23/01/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1574,15/02/2023,,15/02/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1574,01/02/2023,,01/02/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1574,13/02/2023,,13/02/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1574,22/02/2023,,22/02/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1574,18/01/2023,,18/01/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1574,30/01/2023,,30/01/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1574,20/02/2023,,20/02/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1574,08/02/2023,,08/02/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1574,25/01/2023,,25/01/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1574,06/03/2023,,06/03/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1574,16/01/2023,,16/01/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1265,16/01/2023,D 05,26/05/2023,16:00:00,20:00:00,N,N,N,Y,N,N
1264,16/01/2023,D 05,26/05/2023,13:00:00,15:00:00,N,N,Y,N,Y,N
1191,16/01/2023,D 05,26/05/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1269,16/01/2023,,26/05/2023,8:00:00,13:00:00,Y,N,N,N,N,N
1326,16/01/2023,R 30,26/05/2023,15:00:00,18:00:00,Y,N,N,N,N,N
1326,16/01/2023,R 30,26/05/2023,15:00:00,18:00:00,Y,N,N,N,N,N
1326,16/01/2023,R 30,26/05/2023,15:00:00,18:00:00,Y,N,N,N,N,N
1267,17/04/2023,R 30,26/05/2023,18:00:00,21:00:00,Y,N,N,N,N,N
1267,27/02/2023,R 30,10/04/2023,18:00:00,21:00:00,Y,N,N,N,N,N
1267,16/01/2023,R 30,20/02/2023,18:00:00,21:00:00,Y,N,N,N,N,N
1267,17/04/2023,R 30,26/05/2023,18:00:00,21:00:00,Y,N,N,N,N,N
1267,16/01/2023,R 30,20/02/2023,18:00:00,21:00:00,Y,N,N,N,N,N
1395,24/02/2023,R 15,05/05/2023,11:00:00,13:00:00,N,N,N,N,Y,N
1397,22/02/2023,R 15,03/05/2023,10:00:00,12:00:00,N,N,Y,N,N,N
1400,16/03/2023,,15/06/2023,16:00:00,18:00:00,N,N,N,Y,N,N
1399,06/03/2023,,15/06/2023,18:30:00,20:30:00,N,N,N,Y,N,N
1398,31/01/2023,R 15,06/06/2023,13:30:00,15:00:00,N,Y,N,Y,N,N
1396,31/01/2023,,30/05/2023,17:00:00,18:30:00,N,Y,N,Y,N,N
7869,08/05/2023,R 01,05/06/2023,16:00:00,19:00:00,Y,N,N,N,N,N
7868,27/02/2023,R 01,17/04/2023,16:00:00,19:00:00,Y,N,N,N,N,N
7867,09/01/2023,R 01,13/02/2023,16:00:00,19:00:00,Y,N,N,N,N,N
1277,16/01/2023,D 09,26/05/2023,16:00:00,20:00:00,N,N,N,Y,N,N
1276,16/01/2023,D 09,26/05/2023,16:00:00,20:00:00,N,N,Y,N,N,N
1275,16/01/2023,D 09,26/05/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1287,16/01/2023,,26/05/2023,8:00:00,13:00:00,Y,N,N,N,N,N
1286,16/01/2023,,26/05/2023,15:00:00,18:00:00,Y,N,N,N,N,N
1286,16/01/2023,,26/05/2023,15:00:00,18:00:00,Y,N,N,N,N,N
1286,16/01/2023,,26/05/2023,15:00:00,18:00:00,Y,N,N,N,N,N
1279,17/04/2023,,22/05/2023,16:00:00,21:00:00,Y,N,N,N,N,N
1279,27/02/2023,,10/04/2023,16:00:00,21:00:00,Y,N,N,N,N,N
1279,16/01/2023,,20/02/2023,16:00:00,21:00:00,Y,N,N,N,N,N
1279,27/02/2023,,10/04/2023,16:00:00,21:00:00,Y,N,N,N,N,N
1279,17/04/2023,,22/05/2023,16:00:00,21:00:00,Y,N,N,N,N,N
1279,16/01/2023,,20/02/2023,16:00:00,21:00:00,Y,N,N,N,N,N
8785,18/01/2023,,18/01/2023,17:00:00,21:00:00,N,N,Y,N,N,N
8785,26/01/2023,,26/01/2023,17:00:00,21:00:00,N,N,N,Y,N,N
8785,16/01/2023,,16/01/2023,17:00:00,21:00:00,Y,N,N,N,N,N
1194,10/01/2023,R 05,12/01/2023,16:00:00,20:00:00,N,Y,Y,Y,N,N
1194,16/01/2023,R 05,20/01/2023,16:00:00,20:00:00,Y,Y,Y,Y,Y,N
1193,16/05/2023,R 28,16/05/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1193,23/05/2023,R 28,23/05/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1193,02/05/2023,R 28,02/05/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1193,09/05/2023,R 28,09/05/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1193,30/05/2023,R 28,30/05/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1193,02/05/2023,R 28,02/05/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1193,09/05/2023,R 28,09/05/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1193,30/05/2023,R 28,30/05/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1193,16/05/2023,R 28,16/05/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1193,23/05/2023,R 28,23/05/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1174,28/02/2023,R 28,28/02/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1174,07/02/2023,R 28,07/02/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1174,24/01/2023,R 28,24/01/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1174,14/02/2023,R 28,14/02/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1174,31/01/2023,R 28,31/01/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1174,21/02/2023,R 28,21/02/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1172,16/01/2023,R 13,19/01/2023,16:00:00,21:00:00,Y,Y,Y,Y,N,N
1172,20/01/2023,,20/01/2023,16:00:00,20:00:00,N,N,N,N,Y,N
1192,21/03/2023,R 28,21/03/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1192,14/03/2023,R 28,14/03/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1192,18/04/2023,R 28,18/04/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1192,07/03/2023,R 28,07/03/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1192,28/03/2023,R 28,28/03/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1192,25/04/2023,R 28,25/04/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1257,09/05/2023,R 13,09/05/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1257,30/05/2023,R 13,30/05/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1257,02/05/2023,R 13,02/05/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1257,23/05/2023,R 13,23/05/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1257,16/05/2023,R 13,16/05/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1208,07/03/2023,R 13,07/03/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1208,28/03/2023,R 13,28/03/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1208,14/03/2023,R 13,14/03/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1208,18/04/2023,R 13,18/04/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1208,21/03/2023,R 13,21/03/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1208,25/04/2023,R 13,25/04/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1254,24/01/2023,R 16,24/01/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1254,14/02/2023,R 16,14/02/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1254,07/02/2023,R 16,07/02/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1254,28/02/2023,R 16,28/02/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1254,31/01/2023,R 16,31/01/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1254,21/02/2023,R 16,21/02/2023,16:00:00,20:00:00,N,Y,N,N,N,N
1441,26/11/2022,R 20,14/01/2023,8:00:00,14:00:00,N,N,N,N,N,Y
1648,25/05/2023,R 04,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1648,23/05/2023,R 04,06/06/2023,19:00:00,21:00:00,N,Y,N,N,N,N
1648,19/05/2023,R 06,19/05/2023,18:00:00,20:00:00,N,N,N,N,Y,N
1648,16/05/2023,R 06,18/05/2023,19:00:00,22:00:00,N,Y,Y,Y,N,N
1649,18/04/2023,R 06,20/04/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1649,05/05/2023,R 15,05/05/2023,18:00:00,21:00:00,N,N,N,N,Y,N
1649,02/05/2023,R 15,04/05/2023,19:00:00,22:00:00,N,Y,Y,Y,N,N
1647,21/02/2023,R 15,23/02/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1647,28/04/2023,R 09,28/04/2023,18:00:00,20:00:00,N,N,N,N,Y,N
1647,24/04/2023,R 15,27/04/2023,19:00:00,21:00:00,Y,Y,Y,Y,N,N
1647,14/04/2023,R 09,14/04/2023,18:00:00,20:00:00,N,N,N,N,Y,N
1647,10/04/2023,R 09,13/04/2023,19:00:00,21:00:00,Y,Y,Y,Y,N,N
1647,03/03/2023,R 09,03/03/2023,18:00:00,21:00:00,N,N,N,N,Y,N
1647,28/02/2023,R 15,02/03/2023,19:00:00,22:00:00,N,Y,Y,Y,N,N
1647,14/02/2023,R 15,16/02/2023,19:00:00,22:00:00,N,Y,Y,Y,N,N
1647,09/03/2023,,23/03/2023,19:00:00,20:00:00,N,N,N,Y,N,N
1647,28/03/2023,,28/03/2023,19:00:00,20:00:00,N,Y,N,N,N,N
1647,04/02/2023,R 09,11/02/2023,10:00:00,13:00:00,N,N,N,N,N,Y
1647,03/02/2023,R 09,10/02/2023,18:00:00,21:00:00,N,N,N,N,Y,N
1162,15/05/2023,R 13,29/05/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1159,10/04/2023,R 13,26/04/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1159,06/03/2023,R 13,29/03/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1159,10/04/2023,R 13,26/04/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1159,06/03/2023,R 13,29/03/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1145,14/02/2023,R 13,16/02/2023,19:00:00,22:00:00,N,Y,Y,Y,N,N
1145,17/02/2023,R 13,17/02/2023,18:00:00,21:00:00,N,N,N,N,Y,N
1153,27/02/2023,R 13,01/03/2023,19:00:00,21:00:00,Y,N,Y,N,N,N
1153,20/02/2023,R 13,24/02/2023,19:00:00,21:00:00,Y,Y,Y,Y,Y,N
1467,02/03/2023,SF_6-2,02/03/2023,17:00:00,22:00:00,N,N,N,Y,N,N
1467,28/02/2023,SF_6-2,28/02/2023,17:00:00,22:00:00,N,Y,N,N,N,N
1467,21/02/2023,SF_6-4,21/02/2023,13:00:00,15:00:00,N,Y,N,N,N,N
1467,02/03/2023,SF_6-2,02/03/2023,17:00:00,22:00:00,N,N,N,Y,N,N
1467,28/02/2023,SF_6-2,28/02/2023,17:00:00,22:00:00,N,Y,N,N,N,N
1467,21/02/2023,SF_6-4,21/02/2023,13:00:00,15:00:00,N,Y,N,N,N,N
1005,28/02/2023,,02/03/2023,7:00:00,12:00:00,N,Y,N,Y,N,N
1005,21/02/2023,,02/03/2023,13:00:00,15:00:00,N,Y,N,N,N,N
1274,07/03/2023,,14/03/2023,13:00:00,16:00:00,N,Y,N,N,N,N
1004,21/02/2023,,28/02/2023,12:00:00,14:00:00,N,Y,N,N,N,N
1004,02/03/2023,,02/03/2023,12:00:00,14:00:00,N,N,N,Y,N,N
1004,03/01/2023,,14/02/2023,12:00:00,15:00:00,N,Y,N,N,N,N
1465,03/01/2023,SF_6-2,14/02/2023,13:00:00,16:00:00,N,Y,N,N,N,N
1465,02/03/2023,SF_6-4,02/03/2023,13:00:00,16:00:00,N,N,N,Y,N,N
1465,21/02/2023,,28/02/2023,13:00:00,17:00:00,N,Y,N,N,N,N
1465,03/01/2023,SF_6-2,14/02/2023,13:00:00,16:00:00,N,Y,N,N,N,N
1465,02/03/2023,SF_6-4,02/03/2023,13:00:00,16:00:00,N,N,N,Y,N,N
1465,21/02/2023,,28/02/2023,13:00:00,17:00:00,N,Y,N,N,N,N
1004,02/03/2023,,02/03/2023,12:00:00,14:00:00,N,N,N,Y,N,N
1274,18/04/2023,,18/04/2023,13:00:00,15:00:00,N,Y,N,N,N,N
1274,20/04/2023,,20/04/2023,13:00:00,15:00:00,N,N,N,Y,N,N
1274,21/03/2023,,28/03/2023,13:00:00,15:00:00,N,Y,N,N,N,N
1274,25/04/2023,,27/06/2023,13:00:00,15:00:00,N,Y,N,N,N,N
1003,03/01/2023,,14/02/2023,15:00:00,22:00:00,N,Y,N,N,N,N
1003,02/03/2023,,02/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1003,21/02/2023,,21/02/2023,16:00:00,22:00:00,N,Y,N,N,N,N
1003,28/02/2023,,28/02/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1003,03/01/2023,,14/02/2023,15:00:00,22:00:00,N,Y,N,N,N,N
1003,02/03/2023,,02/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1003,21/02/2023,,21/02/2023,16:00:00,22:00:00,N,Y,N,N,N,N
1003,28/02/2023,,28/02/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1463,22/11/2022,SF_6-4,14/02/2023,15:00:00,22:00:00,N,Y,N,N,N,N
1463,02/03/2023,SF_6-4,02/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1463,21/02/2023,SF_6-4,21/02/2023,16:00:00,22:00:00,N,Y,N,N,N,N
1463,28/02/2023,SF_6-4,28/02/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1003,21/02/2023,,21/02/2023,16:00:00,22:00:00,N,Y,N,N,N,N
1003,28/02/2023,,28/02/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1003,03/01/2023,,14/02/2023,15:00:00,22:00:00,N,Y,N,N,N,N
1003,02/03/2023,,02/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1266,21/03/2023,,18/04/2023,15:00:00,22:00:00,N,Y,N,N,N,N
1266,25/04/2023,,20/06/2023,15:00:00,22:00:00,N,Y,N,N,N,N
1266,20/04/2023,,20/04/2023,15:00:00,22:00:00,N,N,N,Y,N,N
1262,07/03/2023,,14/03/2023,16:00:00,22:00:00,N,Y,N,N,N,N
1262,07/03/2023,,14/03/2023,16:00:00,22:00:00,N,Y,N,N,N,N
1578,10/02/2023,R 15,17/02/2023,18:00:00,22:00:00,N,N,N,N,Y,N
1578,04/03/2023,R 15,04/03/2023,8:00:00,14:00:00,N,N,N,N,N,Y
1578,11/02/2023,R 15,11/02/2023,9:00:00,14:00:00,N,N,N,N,N,Y
1578,03/03/2023,R 15,10/03/2023,18:00:00,22:00:00,N,N,N,N,Y,N
1578,13/05/2023,R 15,20/05/2023,9:00:00,14:00:00,N,N,N,N,N,Y
1578,12/05/2023,R 15,19/05/2023,18:00:00,21:00:00,N,N,N,N,Y,N
1578,22/03/2023,R 06,24/03/2023,19:00:00,22:00:00,N,N,Y,Y,Y,N
1578,25/03/2023,R 15,25/03/2023,9:00:00,14:00:00,N,N,N,N,N,Y
1578,14/04/2023,R 15,28/04/2023,18:00:00,22:00:00,N,N,N,N,Y,N
1578,31/03/2023,R 15,31/03/2023,18:00:00,21:00:00,N,N,N,N,Y,N
1578,01/04/2023,R 15,01/04/2023,9:00:00,14:00:00,N,N,N,N,N,Y
1324,29/04/2023,R 04,06/05/2023,9:00:00,14:00:00,N,N,N,N,N,Y
1324,28/04/2023,R 04,05/05/2023,18:00:00,21:00:00,N,N,N,N,Y,N
1322,10/04/2023,R 04,13/04/2023,19:00:00,22:00:00,Y,Y,Y,Y,N,N
1322,14/04/2023,R 04,14/04/2023,18:00:00,21:00:00,N,N,N,N,Y,N
1322,22/02/2023,R 06,24/02/2023,17:00:00,22:00:00,N,N,Y,Y,Y,N
1322,17/04/2023,,17/04/2023,18:00:00,19:00:00,Y,N,N,N,N,N
1323,17/03/2023,R 04,31/03/2023,19:00:00,21:00:00,N,N,N,N,Y,N
1323,25/03/2023,R 04,25/03/2023,10:00:00,14:00:00,N,N,N,N,N,Y
1323,18/03/2023,R 04,18/03/2023,10:00:00,13:00:00,N,N,N,N,N,Y
1323,19/04/2023,,20/04/2023,19:00:00,20:00:00,N,N,Y,Y,N,N
1323,08/03/2023,,09/03/2023,19:00:00,20:00:00,N,N,Y,Y,N,N
1323,03/03/2023,R 06,03/03/2023,18:00:00,21:00:00,N,N,N,N,Y,N
1323,28/02/2023,R 06,02/03/2023,19:00:00,22:00:00,N,Y,Y,Y,N,N
1325,26/05/2023,R 04,26/05/2023,18:00:00,20:00:00,N,N,N,N,Y,N
1325,27/05/2023,R 04,27/05/2023,11:00:00,13:00:00,N,N,N,N,N,Y
1325,19/05/2023,R 04,19/05/2023,18:00:00,22:00:00,N,N,N,N,Y,N
1298,16/05/2023,,01/06/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1296,25/04/2023,,11/05/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1296,28/02/2023,,23/03/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1296,31/01/2023,,23/02/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1296,28/03/2023,,20/04/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1281,08/05/2023,R 05,17/05/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1281,22/05/2023,R 05,31/05/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1280,05/05/2023,R 05,05/05/2023,18:00:00,21:00:00,N,N,N,N,Y,N
1280,01/05/2023,R 05,04/05/2023,19:00:00,22:00:00,Y,Y,Y,Y,N,N
1280,27/02/2023,R 05,15/03/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1280,15/04/2023,R 05,15/04/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1280,10/04/2023,R 05,17/04/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1280,06/05/2023,R 05,06/05/2023,8:00:00,14:00:00,N,N,N,N,N,Y
1280,19/04/2023,R 05,26/04/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1280,24/03/2023,R 05,24/03/2023,18:00:00,21:00:00,N,N,N,N,Y,N
1280,22/03/2023,R 05,29/03/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1280,25/03/2023,,25/03/2023,8:00:00,14:00:00,N,N,N,N,N,Y
1340,31/01/2023,R 01,14/02/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1340,23/01/2023,R 01,26/01/2023,19:00:00,22:00:00,Y,Y,Y,Y,N,N
1340,27/01/2023,R 12,27/01/2023,18:00:00,21:00:00,N,N,N,N,Y,N
1342,11/04/2023,R 12,25/04/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1342,16/03/2023,R 02,30/03/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1343,27/04/2023,R 12,09/05/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1343,11/05/2023,R 15,23/05/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1343,29/05/2023,AULA MAGNA,01/06/2023,19:00:00,22:00:00,Y,Y,Y,Y,N,N
1341,16/02/2023,R 12,23/02/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1341,25/02/2023,,25/02/2023,8:00:00,14:00:00,N,N,N,N,N,Y
1341,28/02/2023,R 01,14/03/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1328,24/04/2023,R 01,03/05/2023,19:00:00,22:00:00,N,Y,N,N,Y,N
1328,12/04/2023,R 01,19/04/2023,19:00:00,22:00:00,Y,N,Y,N,Y,N
1328,22/05/2023,R 01,24/05/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1328,15/05/2023,R 01,17/05/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1328,29/05/2023,R 02,07/06/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1328,12/05/2023,R 01,12/05/2023,18:00:00,21:00:00,N,N,N,N,Y,N
1328,13/05/2023,R 01,13/05/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1328,08/05/2023,R 12,11/05/2023,19:00:00,22:00:00,Y,N,N,Y,N,N
1327,20/02/2023,R 12,27/02/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1327,25/02/2023,,25/02/2023,8:00:00,14:00:00,N,N,N,N,N,Y
1327,13/03/2023,R 12,22/03/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1327,18/03/2023,,18/03/2023,8:00:00,14:00:00,N,N,N,N,N,Y
1327,27/02/2023,R 01,10/04/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1327,01/04/2023,,01/04/2023,8:00:00,14:00:00,N,N,N,N,N,Y
1327,01/03/2023,R 12,08/03/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1327,04/03/2023,,04/03/2023,8:00:00,14:00:00,N,N,N,N,N,Y
1557,27/03/2023,JEREZ 01,29/03/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1557,10/04/2023,JEREZ 01,12/04/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1557,07/04/2023,,08/04/2023,9:00:00,12:00:00,N,N,N,N,Y,Y
1557,15/05/2023,JEREZ 01,24/05/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1557,29/05/2023,,30/05/2023,18:00:00,20:00:00,Y,Y,N,N,N,N
1557,21/04/2023,,13/05/2023,9:00:00,12:00:00,N,N,N,N,Y,Y
1547,07/02/2023,JEREZ 01,09/02/2023,19:00:00,22:00:00,N,Y,Y,Y,N,N
1547,20/02/2023,JEREZ 01,01/03/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1547,10/02/2023,JEREZ 02,10/02/2023,18:00:00,21:00:00,N,N,N,N,Y,N
1547,21/03/2023,,24/03/2023,18:00:00,21:00:00,N,Y,Y,Y,Y,N
1547,14/02/2023,,16/02/2023,19:00:00,22:00:00,N,Y,Y,Y,N,N
1547,06/03/2023,JEREZ 01,15/03/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1547,16/01/2023,,01/02/2023,18:00:00,20:00:00,Y,N,Y,N,N,N
1547,04/04/2023,,06/04/2023,18:00:00,20:00:00,N,Y,N,Y,N,N
1233,23/05/2023,JEREZ 01,01/06/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1233,02/05/2023,JEREZ 01,11/05/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1233,16/05/2023,,18/05/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1233,11/04/2023,JEREZ 01,20/04/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1233,25/04/2023,,25/04/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1233,14/03/2023,,28/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1207,10/04/2023,R 14,12/04/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1203,17/02/2023,,30/04/2023,15:00:00,18:00:00,N,N,N,N,Y,N
1203,18/02/2023,,01/04/2023,7:00:00,10:00:00,N,N,N,N,N,Y
1203,14/04/2023,,11/08/2023,15:00:00,18:00:00,N,N,N,N,Y,N
1203,15/04/2023,,12/08/2023,7:00:00,10:00:00,N,N,N,N,N,Y
1200,24/02/2023,R 02,24/02/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1200,25/02/2023,R 09,25/02/2023,10:00:00,13:00:00,N,N,N,N,N,Y
1200,20/02/2023,R 14,23/02/2023,19:00:00,22:00:00,Y,Y,Y,Y,N,N
1198,15/05/2023,R 14,31/05/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1198,08/05/2023,R 14,11/05/2023,19:00:00,22:00:00,Y,Y,N,Y,N,N
1197,20/03/2023,,26/05/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1197,17/03/2023,R 02,17/03/2023,18:00:00,21:00:00,N,N,N,N,Y,N
1197,13/03/2023,R 14,16/03/2023,19:00:00,22:00:00,Y,Y,Y,Y,N,N
1197,20/03/2023,R 14,29/03/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1196,27/02/2023,R 14,08/03/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1196,06/02/2023,R 14,15/02/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
11723,04/01/2023,,25/01/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
