nombre_modulo,programa,no_clase,salon,fecha_inicio,fecha_fin,dia,hora_inicio,hora_fin
Análisis de Ciclo de Vida,Maestría en Ingeniería,1480,NR 02,2023-01-18,2023-03-22,Miercoles,19:00:00 ,22:00:00 
Diseño de CDCs y Almacenes,Maestría en Ingeniería y Gestión de la Cadena de Suministro,1483,V_LAB_COM2,2023-01-18,2023-03-22,Miercoles,19:00:00 ,22:00:00 
Diseño de CDCs y Almacenes,Maestría en Ingeniería,1482,V_LAB_COM2,2023-01-18,2023-03-22,Miercoles,19:00:00 ,22:00:00 
Diseño de CDCs y Almacenes,Especialidad en Logística Internacional,1481,V_LAB_COM2,2023-01-18,2023-03-22,Miercoles,19:00:00 ,22:00:00 
Dispositivos Hápticos,Maestría en Ingeniería,1484,V_LAB_ADIG,2023-01-18,2023-03-22,Miercoles,19:00:00 ,22:00:00 
Dispositivos Hápticos,Especialidad en Simuladores Gráficos,1485,V_LAB_ADIG,2023-01-18,2023-03-22,Miercoles,19:00:00 ,22:00:00 
Estadística,Maestría en Ciencia de Datos,1775,R 33,2023-01-18,2023-03-22,Miercoles,19:00:00 ,22:00:00 
Gestión del cambio,Maestría en Ingeniería,1487,NR 01,2023-01-18,2023-03-22,Miercoles,19:00:00 ,22:00:00 
Gestión del cambio,Especialidad en Ingeniería y Gestión de Proyectos,1486,NR 01,2023-01-18,2023-03-22,Miercoles,19:00:00 ,22:00:00 
Integración Mecatrónica,Especialidad en Robótica y Manufactura,1489,CDC_B,2023-01-18,2023-03-22,Miercoles,19:00:00 ,22:00:00 
Integración Mecatrónica,Maestría en Ingeniería,1488,CDC_B,2023-01-18,2023-03-22,Miercoles,19:00:00 ,22:00:00 
Proyecto de Aplicación de Cien,Maestría en Ciencia de Datos,1856,,2023-01-18,2023-02-22,Miercoles,19:00:00 ,22:00:00 
Sistemas de ayuda a la decisió,Maestría en Ingeniería y Gestión de la Cadena de Suministro,1492,V_LAB_COM1,2023-01-18,2023-03-22,Miercoles,19:00:00 ,22:00:00 
Sistemas de ayuda a la decisió,Especialidad en Dirección de Operaciones,1490,V_LAB_COM1,2023-01-18,2023-03-22,Miercoles,19:00:00 ,22:00:00 
Sistemas de ayuda la decisión,Maestría en Ingeniería,1491,V_LAB_COM1,2023-01-18,2023-03-22,Miercoles,19:00:00 ,22:00:00 
"Análisis de Factores Sociales,",Maestría en Ciencia de Datos,1493,NR 02,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
"Análisis de Factores Sociales,",Especialidad en Ingeniería y Gestión Ambiental,1495,NR 02,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
"Análisis de Factores Sociales,",Especialidad en Dirección de Operaciones,1494,NR 02,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
"Análisis de Factores Sociales,",Especialidad en Ingeniería y Gestión de Proyectos,1496,NR 02,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
"Análisis de Factores Sociales,",Especialidad en Logística Internacional,1497,NR 02,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
"Análisis de Factores Sociales,",Especialidad en Robótica y Manufactura,1498,NR 02,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
"Análisis de Factores Sociales,",Especialidad en Simuladores Gráficos,1499,NR 02,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
Diseño y venta de propuestas,Maestría en Ciencia de Datos,1506,NR 01,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
Diseño y venta de propuestas,Especialidad en Ingeniería y Gestión Ambiental,1501,NR 01,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
Diseño y venta de propuestas,Especialidad en Dirección de Operaciones,1500,NR 01,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
Diseño y venta de propuestas,Especialidad en Ingeniería y Gestión de Proyectos,1502,NR 01,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
Diseño y venta de propuestas,Especialidad en Logística Internacional,1503,NR 01,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
Diseño y venta de propuestas,Especialidad en Robótica y Manufactura,1504,NR 01,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
Diseño y venta de propuestas,Especialidad en Simuladores Gráficos,1505,NR 01,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
Estadística Investigación,Maestría en Ingeniería y Gestión de la Cadena de Suministro,1507,V_LAB_COM1,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
Estadística para la Investigac,Maestría en Ingeniería,1508,V_LAB_COM1,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
